file,line,image,old_ref,new_ref
/home/ubuntu/pythonProjects/azure-202-advanced/content/4_Chapter-Four/4_5-vnet-peering-verify/index.md,43,4_5-vnet-peering-verify-3.PNG,![4_5-vnet-peering-verify-3](../images/4_5-vnet-peering-verify-3.PNG),"{{< figure src=""4_5-vnet-peering-verify-3.PNG"" alt=""4_5-vnet-peering-verify-3"" >}}"
/home/ubuntu/pythonProjects/azure-202-advanced/content/4_Chapter-Four/4_5-vnet-peering-verify/index.md,63,4_5-vnet-peering-verify-4.PNG,![4_5-vnet-peering-verify-4](../images/4_5-vnet-peering-verify-4.PNG),"{{< figure src=""4_5-vnet-peering-verify-4.PNG"" alt=""4_5-vnet-peering-verify-4"" >}}"
/home/ubuntu/pythonProjects/azure-202-advanced/content/4_Chapter-Four/4_5-vnet-peering-verify/index.md,87,routing3.jpg,![routing3](../images/routing3.jpg),"{{< figure src=""routing3.jpg"" alt=""routing3"" >}}"
/home/ubuntu/pythonProjects/azure-202-advanced/content/4_Chapter-Four/4_5-vnet-peering-verify/index.md,88,routing4.jpg,![routing4](../images/routing4.jpg),"{{< figure src=""routing4.jpg"" alt=""routing4"" >}}"
/home/ubuntu/pythonProjects/azure-202-advanced/content/4_Chapter-Four/4_5-vnet-peering-verify/index.md,89,4_5-vnet-peering-verify-6.PNG,![4_5-vnet-peering-verify-6](../images/4_5-vnet-peering-verify-6.PNG),"{{< figure src=""4_5-vnet-peering-verify-6.PNG"" alt=""4_5-vnet-peering-verify-6"" >}}"
/home/ubuntu/pythonProjects/azure-202-advanced/content/3_Chapter-Three/3_3-azure-portal-lab-access/index.md,16,portallogin1.png,![portallogin1](../images/portallogin1.png),"{{< figure src=""portallogin1.png"" alt=""portallogin1"" >}}"
/home/ubuntu/pythonProjects/azure-202-advanced/content/3_Chapter-Three/3_3-azure-portal-lab-access/index.md,18,portallogin2.png,![portallogin2](../images/portallogin2.png),"{{< figure src=""portallogin2.png"" alt=""portallogin2"" >}}"
/home/ubuntu/pythonProjects/azure-202-advanced/content/3_Chapter-Three/3_3-azure-portal-lab-access/index.md,22,portallogin2-5.png,![portallogin2-5](../images/portallogin2-5.png),"{{< figure src=""portallogin2-5.png"" alt=""portallogin2-5"" >}}"
/home/ubuntu/pythonProjects/azure-202-advanced/content/3_Chapter-Three/3_3-azure-portal-lab-access/index.md,26,portallogin2.jpg,![portallogin2](../images/portallogin2.jpg),"{{< figure src=""portallogin2.jpg"" alt=""portallogin2"" >}}"
/home/ubuntu/pythonProjects/azure-202-advanced/content/3_Chapter-Three/3_3-azure-portal-lab-access/index.md,30,portallogin3.png,![portallogin3](../images/portallogin3.png),"{{< figure src=""portallogin3.png"" alt=""portallogin3"" >}}"
/home/ubuntu/pythonProjects/azure-202-advanced/content/3_Chapter-Three/3_3-azure-portal-lab-access/index.md,36,portallogin4.png,![portallogin4](../images/portallogin4.png),"{{< figure src=""portallogin4.png"" alt=""portallogin4"" >}}"
/home/ubuntu/pythonProjects/azure-202-advanced/content/3_Chapter-Three/3_3-azure-portal-lab-access/index.md,56,portallogin5.png,![portallogin5](../images/portallogin5.png),"{{< figure src=""portallogin5.png"" alt=""portallogin5"" >}}"
